Datetime,BKBROW,QNMASP,BXVNST,MHCHEL,QNCORO,BKMAPL,QNDKIL,BEAC,MHMHIL,BKNYRD,HFAL,SOME,QNSOZO,REDH,QNASTO,DOVE,QNLICI,BREW,BKLN,QNHBEA
6/5/2023 15:00,2.107390299,-1.154052516,-3.073279093,25.92186291,-1.645625893,5.755471226,5.116818715,,4.58597265,18.67433921,,5.523509164,0.55499489,,-1.063718086,,1.288118356,-0.481660442,,0.027525516
6/5/2023 16:00,1.221930246,-1.884377148,-3.748757964,28.43481385,-1.116612287,5.860857817,6.448942317,,3.526085793,15.90694798,,5.406023718,3.194316492,,-1.672663694,,3.131437788,-1.170571919,,-1.088005635
6/5/2023 17:00,-1.231955472,-2.990157823,-3.642622379,26.96881042,-2.297548018,4.95483557,5.180812713,,1.586995164,12.97619534,,4.999025397,2.233151933,,-1.819702344,,1.32399186,-0.49011373,,-2.635051257
6/5/2023 18:00,1.625683404,-4.659297288,-5.022786821,34.90603234,-2.276140999,2.465133236,3.856920421,,3.366004832,18.51959881,,5.152207074,-0.462447296,,-2.812503789,,-1.086884771,1.589465891,,-3.038385271
6/5/2023 19:00,2.41096822,-4.777312351,-6.198196156,42.51991759,-2.50387899,5.760811621,4.442442184,,8.301855904,12.84715396,,7.392658613,3.270092976,,-2.03638061,,-3.508105957,2.062753092,,-1.137532383
6/5/2023 20:00,9.253053223,-3.227967703,-9.067302274,44.19549793,-1.676525316,7.890805633,4.836006277,,8.277727315,12.80531179,,7.579087655,5.012637876,,-2.674838692,,-1.403024525,3.670392045,,0.163650644
6/5/2023 21:00,9.294059625,-0.361276228,-7.493993852,64.55069977,1.70550555,7.590792463,8.015324296,,5.57774161,17.61898392,,9.446153469,8.358455365,,1.512175418,,1.695855158,4.7543687,,3.06755408
6/5/2023 22:00,8.756286763,1.173474154,-4.060777276,78.21373325,5.591355974,9.760077585,7.652575745,,14.44890063,13.59017295,,10.30198151,13.27833176,,4.437680894,,3.482470317,5.765602291,,4.110138325
6/5/2023 23:00,8.33275418,6.168311381,-1.564549307,86.11900602,5.593001296,11.64866688,10.74008847,,18.35591738,20.04938637,,16.20176363,11.52069718,,6.646513472,,8.358853994,8.421659946,,4.616368186
6/6/2023 0:00,9.123717691,9.096548026,2.078771536,84.58181135,9.094481484,10.06441443,11.51392062,,16.39152579,27.63604827,,17.59531836,9.554342635,,7.288623797,,12.97071031,10.89425715,,3.130882659
6/6/2023 1:00,15.83838783,3.609993831,3.481617235,95.2141588,10.12267243,11.54255956,9.309079343,,13.42814497,16.74650261,,12.07399602,10.61903857,,7.015819277,,10.68638242,10.51600834,,7.437234147
6/6/2023 2:00,11.17833779,3.904766515,4.376015866,105.2054485,4.253113577,8.868878492,10.65725307,,17.13561874,15.14887438,,10.92742385,3.27763159,,9.348026141,,15.27743959,8.10986676,,2.263321744
6/6/2023 3:00,5.880501934,5.050961858,4.863240472,102.4149245,4.20429854,13.0641876,9.707731585,,12.85859236,14.43077731,,13.20324505,5.867843148,,9.728970421,,23.52301727,5.326865034,,2.944374118
6/6/2023 4:00,9.404822297,7.622634991,42.29077881,100.0191808,2.231319377,10.21161249,10.49253389,,13.54825372,14.43273312,,13.47527604,6.23997185,,9.539232022,,23.45840681,4.540729712,,5.197556268
